songtitle,artist/bandname,year,lyricsurls,lyrics
Bet She Can't,Total,1998,https://www.azlyrics.com/lyrics/total/betshecant.html,"['""Bet She Can\'t"" lyrics', 'Total Lyrics', '""Bet She Can\'t""', '[Missy]', 'Mm hmp ', 'Damn damn damn ', 'Mm hmp ', 'Mmm ', '[Keisha Intro] ', 'He said ', ""Maybe I be doin' it right "", ""And I always give 'em my best "", 'Mmm ', '[Keisha rap] ', 'Is it the way that I twist my big hips ', 'That make the Bad Boys all flip the script ', 'I give my mini skirt a high lift ', 'Look into his eyes and then I lick my lips ', '[Keisha] ', ""When I'm in my room I need your concentration "", 'I climb in my bed open my legs, ejaculation ', 'Then I lay back to get in the perfect situation ', ""You know what I'm sayin', never keep a girl like me waitin' "", ""Don't keep me waitin' "", '[Chorus]', ""Bet she can't, do like I do it "", 'Cause when I do, I throw my back into it ', 'And if you doubt, me, let me prove it ', 'Cause I can turn you out ', ""Bet she can't, do like I do it "", 'Cause when I do, I throw my back into it ', 'And if you doubt, me, let me prove it ', 'Cause I can turn you out ', '[Pam] ', ""When I'm on the phone, I like to talk nasty "", 'You can call me late at night, tell me what you want to ask me ', ""What am I wearin', what is the color of my drawz "", ""Am I better then your girl, I hit you with the yes yes ya'll "", ""Yes yes ya'll "", '[Chorus]', ""Bet she can't, do like I do it "", 'Cause when I do, I throw my back into it ', 'And if you doubt, me, let me prove it ', 'Cause I can turn you out ', ""Bet she can't, do like I do it "", 'Cause when I do, I throw my back into it ', 'And if you doubt, me, let me prove it ', 'Cause I can turn you out ', '[Kima] ', ""I'ma give it to you boy, like all night "", ""I'ma make sure I treat you right "", ""I don't wanna be rude or impolite "", ""But I bet your girl don't do you right "", '[Chorus]', ""Bet she can't, do like I do it "", 'Cause when I do, I throw my back into it ', 'And if you doubt, me, let me prove it ', 'Cause I can turn you out ', ""Bet she can't, do like I do it "", 'Cause when I do, I throw my back into it ', 'And if you doubt, me, let me prove it ', 'Cause I can turn you out ', '[Keisha] ', ""Bet she can't, bet she won't "", ""But I will, if she don't "", ""If she won't "", 'I got the goods baby ', ""Bet she can't, bet she won't "", ""But I will, if she don't "", ""If she won't "", 'I got the goods baby']"
Your Love,"Price, Kelly",1998,https://www.azlyrics.com/lyrics/kellyprice/yourlove.html,"['So baby, yeah\r', 'I wanna spend my life with you\r', 'So tell me, yeah, yeah\r', 'Can we share forever, baby\r', ""Oh, I'll never love another like you\r"", 'So give me your love', '[1] - Your love is driving me crazy\r', 'Your love, always on my mind\r', 'Your love is driving me crazy\r', 'Your love, always on my mind', '\r', ""I can't explain this feeling\r"", 'You are the one for me\r', ""Can't see another day without my baby, yeah\r"", 'So baby, yeah\r', 'You can make my dreams come true, so please', '\r', ""Say you'll stay forever, baby\r"", ""Oh, cuz I just can't go on without you\r"", 'So give me your love', '[Repeat 1]', '\r', ""Baby I'll show you the way that \r"", 'I feel about you\r', 'The things that you do to me\r', ""I'm longing for the way you touch"", ""[Lil' Cease]\r"", 'QB, Rockafella, yo yo yo\r', 'You wanna front on the fly romancer?\r', 'Leo ganzer the sickest thing since cancer\r', ""I get my girls after, eat 'em good\r"", 'Treat \'em good then I""m ghost like Casper\r', 'The game and the baby face\r', 'Got these hookers gassed up\r', 'But B.I.G. told me to watch broads\r', 'With they ass up\r', 'Told me that they spread that love\r', 'That niggas pass up\r', 'If they write like Kelly Price\r', ""I'll tear that ass up\r"", ""If she's not that hot then I'll give that ass up"", '[Repeat 1 until fade]']"
I'm Still Holding On,Chris Rea,1998,https://www.azlyrics.com/lyrics/chrisrea/imstillholdingon.html,"['How many times', 'Have I been here before?', 'Like a worn away piece of the night', 'Waiting for the dawn', 'Daylight breaks', 'And the dream is gone', 'Leaving me to stay', ""But I'm still holding on"", ""Yeah I'll keep holding on"", 'I used to think I knew', 'Just exactly what I took', 'You move in, fast and hard', 'And you make your own luck', 'Daylight breaks', 'And the dream is gone', 'Leaving me to stay', ""But I'm still holding on"", 'I see it better now', 'Smell the tears upon this tracks', ""It's a long long way before it's over"", 'And what you give out', 'Is what you get back', 'The easy way out', 'It will bite you hard someday', 'You see me smile and learn', 'I find a better way', ""I'm still holding on""]"
Damage Case,Metallica,1998,https://www.azlyrics.com/lyrics/metallica/damagecase.html,"[""Hey babe don't act so scared"", 'All I want is some special care', 'On the run from some institution', 'All I want is some constellation', 'And I can tell by his face', ""I'm a total disgrace"", 'Put me inside this place', 'Move over for a damage case', 'Hey baby wait a minute, stop', ""Don't run away, don't call a cop"", ""I Ain't lookin' to victimize you"", 'All I want to do is tantalize you', 'I can tell by your face', ""I'm all over this place"", 'I can tell by your face', 'Got no time for a damage case', 'No time baby!', ""Hey babe don't turn away"", ""I'm here tomorrow, gone today"", ""I don't know what you think your game is"", ""I don't care if you want your name is"", 'And I can tell by this face', ""You're all over the place"", 'I can tell by his face', 'Move over for a damage case', 'Get the fuck over man!', 'All right']"
Heart And Shoulder,Heather Nova,1998,https://www.azlyrics.com/lyrics/heathernova/heartandshoulder.html,"['Wanna cry for you\r', 'Would it do any good?\r', 'If I rained for you\r', 'It would just be water\r', ""And the night's with you\r"", ""And the storm's in your hand\r"", ""And you're down and you're down\r"", ""And I can't lift you"", '\r', ""I'm powerless to change your world\r"", ""I'm powerless to stop the hurt"", '[chorus]\r', ""I'll give you my heart, give you my shoulder\r"", 'Give you my heart, give you my shoulder', '\r', 'Wanna run for you\r', 'Would it do any good?\r', 'If I flew for you\r', 'You would still be standing\r', ""And it's hard watching\r"", ""'cause I'm part of you\r"", ""And it's hard not to\r"", 'Not to know what I can do', '\r', ""I'm powerless to change your world\r"", ""I'm powerless to stop the hurt\r"", ""I'm trying hard to be your tower of strength\r"", ""I'm trying hard to bring you back to joy"", '[chorus]', '\r', 'When the night just cuts you through\r', 'And the dream is lost to you\r', ""When you're worried and confused\r"", 'I will give you my heart give you my shoulder']"
Hanging Around,"Cardigans, The",1998,https://www.azlyrics.com/lyrics/cardigans/hangingaround.html,"[""I wonder what it's like\r"", 'seeing through your eyes\r', ""You've offered me to have a try\r"", 'but I was always late\r', 'The filters that I use\r', 'give me an excuse\r', ""I take away what's real\r"", 'I feel it and it blows my fuse', '\r', 'I hang around\r', 'for another round\r', ""I'm hanging around\r"", 'for another round\r', ""I'm hanging on\r"", 'to the same old song\r', 'I hang around\r', 'for another round\r', 'Until something stops me', '\r', ""I wonder what it's like\r"", 'walking by your side\r', 'To think before I talk\r', 'and to move at the same speed as you walk\r', 'I want to have a weight\r', 'to keep me in your state\r', ""I'm watching from above\r"", ""I love it but it's not for me""]"
Shine,Madrugada,1999,https://www.azlyrics.com/lyrics/madrugada/shine.html,"['Did I talk in my sleep, no', 'Hey, did I wake to find you cry, by my side', ""We'll never said that it would be easy"", 'Just that the way love grows, we have to go to', 'Oh well, hunny you, tonight', ""I'm here, tonight"", 'Oh no, fall like a star', ""Oh in time, you and I, we'll shine"", 'Oh now, hold your hand on running water', 'And now, wipe the black out of the blonde', 'Well now your head falls down on me', 'And your beauty is as pure as tears', 'Oh well, hunny you, tonight', ""I'm here, tonight"", 'Oh no, fall like a star', ""Oh in time, you and I, we'll shine"", 'Oh, hunny you, tonight', ""I'm here, tonight"", ""I'm here, tonight"", 'Oh no, fall like a star', ""Oh in time, you and I, we'll shine""]"
Innocence Stolen,Underoath,1999,https://www.azlyrics.com/lyrics/underoath/innocencestolen.html,"['Her body twitches, unbearable pain', ""Lord bring me out of this, why doesn't he stop, love does not exist"", 'Her insides feel like an unbearable hell', 'Confusion runs through her mind', 'She prays so loud, she cries from the inside', 'why, why, why, why, how could someone do this to me?', 'He has taken this gift from her, fright in her eyes,', ""he doesn't even flinch, persistence on his face"", 'Her body lay helpless as the shock kicks in', 'Thoughts of death only enter in', 'Why was I raped? Why did he do this to me,', 'I thought he loved me, but now my inside bleed', 'Scared for life, I face this world', 'Only the Lord helps me make it through each day', ""How can you look in a girl's eye and use her body for your own please?"", ""This one's for the child molesters, this one's for the people who rape!"", 'My God powerful will burn your bridged down!', 'Planned attack on your soul to defeat the evil and make you whole', 'If no change, then hell your fate', 'When you rape you take the most important thing in a young girls life', 'Those who have been raped: you are in my prayers... God hears your cries']"
New Year's Eve,Kashmir,1999,https://www.azlyrics.com/lyrics/kashmir/newyearseve.html,"[""New Year's Eve"", 'Fine, dark suits', 'Paper hats', 'The grand salutes', 'Your tear-stained speech', 'And your wounded eyes', 'Your frail attempts', 'To be remembered', 'Takes me down', 'It dries me out', 'Shoves me around', 'Blows my flame out', 'The moon is on', 'And the morning lurks', 'But the mood is gone', 'With fireworks', 'I lost my faith', ""In New Year's Eve"", 'Serpentines', 'Cheap cigars', 'Sparking wine', 'Fallen stars', 'Takes me down', 'Dries me out', 'Shoves me around', 'Blows my flame out', 'And the moon is on', ""The mornin' lurks"", 'But the mood is gone', 'With fireworks', 'I lost my faith', ""In New Year's Eve"", ""It's time to quit"", 'And start again', 'Only God knows', ""What we're celebrating""]"
Chokie Nikes (Skit),Eve,1999,https://www.azlyrics.com/lyrics/eve/chokienikesskit.html,"['""Chokie Nikes (Skit)"" lyrics', 'Eve Lyrics', '""Chokie Nikes (Skit)""', '[Girl:]', 'They arguing over and empty bottle', '[Eve:]', 'They arguin ova it', '[Girl:]', 'Listen,listen,listen', '[Guy:]', ""Let me have the bottle you had it last time. it's my turn to take a picture with he bottle"", '[Eve:]', 'Ah here they come.', '[Girl:]', 'Shiny face niggas and shit. Oh oh you smell that?', '[Eve:]', ""Somebody's breath is wrong."", '[Girl:]', ""Eew. What's up?"", '[Guy:]', 'Shut the fuck up bitch. You want something?', '[Eve:]', 'Nothin.', '[Girl:]', ""We ain't thirsty nigga."", '[Eve:]', 'What the fuck you wanna a mint? Ooh ooh.', '[Guy:] ', 'What you mean ooh?', '[Eve:]', 'The breath nigga', '[Guy:]', ""That ain't me."", '[Eve:]', 'Hush the fuck up. You got a little man in your mouth takin a shit or somethin.', '[Girl:]', 'You need to hush up.', '[Guy 2:]', 'Caramel queen look at this roolie for me.', '[Eve:]', 'Uh you need to put your ice back in the freezer cause this shit is meltin.', '[Girl:]', 'Your bezzle just dropped.', '[Chockie Nikes:]', 'Damn. Pick that up Dog. ', '[Eve:]', 'Sorry bout that you should feel mighty sorry right now nigga.', 'Yeah and it look like the shit is ti tickin', '[Gut:]', 'I told you to get this fixed what the fuck man', '[Girl 2:]', ""Tickin. Rollies don't tick though."", '[Guy:]', ""You ain't ever seen no Rollie"", '[Girl 2:]', 'With your cloudy ass earrings.', '[Girl:] and you wit the hot ass Coogie. you need to put on some more lotion', '[Chokey Nikes:]', 'I got enough money for the both of you', '[Girl 2:] what you doin wit the dog']"
Lonely American Nights,Prozzäk,2000,https://www.azlyrics.com/lyrics/prozzk/lonelyamericannights.html,"[""A dream that's old, a song that's new\r"", 'Money borrowed, guitar blue\r', 'True love tries, but has to fail\r', 'When distance, time and space prevail', '\r', 'I can still see the clothes we wore and the bar next door\r', 'And the dirty floor and the day we left home for a rock and roll tour of America\r', ""There was Milo and me it's true and the songs we knew and a picture of you\r"", 'And a beat up van with a guitar in my hand so I could work it through', '\r', 'Lonely American nights\r', 'Can make you hungry for the arms of someone new\r', 'But put me under the lights\r', ""I'd never jeopardize the trust I had with you\r"", ""And I hope you found yourself another lover with a heart that's true\r"", 'Someone to say to you', '\r', ""Hold tight, shine bright, tonight I'll be coming right home to you\r"", ""Day light, stay bright, if it's alright I'll be makin' it home to you"", '\r', 'We used to pray for the end of school, for our favorite tune, up in my bedroom\r', 'Where I would wait for you baby in the parking lot to get you in the afternoon\r', ""Do you remember the way we talked when I dropped you off 'till the sun came up\r"", 'When I awoke to find you sleeping at the opposite end of the telephone', '\r', 'But everything has a price\r', 'Ambition ordered me to do what I must do\r', 'Another love sacrificed\r', 'Another offer to the gods of losing you\r', 'And I hope you realize my heart will always hold a place for you\r', 'When I used to say to you', '\r', ""Hold tight, shine bright, tonight I'll be coming right home to you\r"", ""Day light, stay bright, if it's alright I'll be makin' it home to you"", '\r', 'And where were you baby when the wheels on my bus broke down\r', ""And where was I darlin' when you needed me to be around\r"", ""And I suppose I'll never find another lover with a heart so true\r"", 'Someone to say to you', '\r', 'Hold tight\r', 'Tonight\r', 'Day light\r', ""If it's alright"", '\r', ""Hold tight, shine bright, tonight I'll be coming right home to you\r"", ""Day light, stay bright, if it's alright I'll be makin' it home to you "", '\r', ""Hold tight, shine bright, tonight I'll be coming right home to you\r"", ""Day light, stay bright, it's alright I'll be makin' it home to you"", '\r', 'I can still see the cloths we wore and the bar next door\r', 'And dirty floor and the day we left home for a rock and roll tour of America\r', ""There was Milo and me it's true and the songs we knew and a picture of you""]"
